Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.324s)
CreateVariables () DONE !!!
Creating 6 APs 25.00 m length apart  20.00m width apart.
CreateApNodes () DONE !!!
Creating 0 CLs 30 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
00:00:00:00:00:01
00:00:00:00:00:02
00:00:00:00:00:03
00:00:00:00:00:04
00:00:00:00:00:05
00:00:00:00:00:06
CreateAdhocDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
Static Routing Rules Set.
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 400.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
83.00	8.13	-1.00	-1.00	-1.00	-1.00	7.95
84.00	7.85	-1.00	-1.00	-1.00	-1.00	8.03
85.00	8.10	-1.00	-1.00	-1.00	-1.00	7.95
86.00	7.97	-1.00	-1.00	-1.00	-1.00	7.95
87.00	7.91	-1.00	-1.00	-1.00	-1.00	8.03
88.00	8.05	-1.00	-1.00	-1.00	-1.00	7.94
89.00	7.98	-1.00	-1.00	-1.00	-1.00	7.95
90.00	7.85	-1.00	-1.00	-1.00	-1.00	8.01
91.00	9.11	-1.00	-1.00	-1.00	-1.00	9.00
92.00	8.97	-1.00	-1.00	-1.00	-1.00	9.01
93.00	9.01	-1.00	-1.00	-1.00	-1.00	8.99
94.00	8.91	-1.00	-1.00	-1.00	-1.00	8.76
95.00	8.84	-1.00	-1.00	-1.00	-1.00	9.28
96.00	8.94	-1.00	-1.00	-1.00	-1.00	8.93
97.00	9.19	-1.00	-1.00	-1.00	-1.00	9.06
98.00	9.09	-1.00	-1.00	-1.00	-1.00	8.95
99.00	8.87	-1.00	-1.00	-1.00	-1.00	9.07
100.00	8.97	-1.00	-1.00	-1.00	-1.00	8.97
101.00	10.02	-1.00	-1.00	-1.00	-1.00	9.87
102.00	9.84	-1.00	-1.00	-1.00	-1.00	10.10
103.00	10.15	-1.00	-1.00	-1.00	-1.00	9.67
104.00	9.93	-1.00	-1.00	-1.00	-1.00	10.35
105.00	10.09	-1.00	-1.00	-1.00	-1.00	9.69
106.00	9.96	-1.00	-1.00	-1.00	-1.00	9.10
107.00	9.84	-1.00	-1.00	-1.00	-1.00	11.18
108.00	10.19	-1.00	-1.00	-1.00	-1.00	9.83
109.00	9.89	-1.00	-1.00	-1.00	-1.00	10.16
110.00	10.07	-1.00	-1.00	-1.00	-1.00	9.81
111.00	10.06	-1.00	-1.00	-1.00	-1.00	11.15
112.00	11.96	-1.00	-1.00	-1.00	-1.00	10.81
113.00	10.94	-1.00	-1.00	-1.00	-1.00	11.05
114.00	10.76	-1.00	-1.00	-1.00	-1.00	11.14
115.00	11.21	-1.00	-1.00	-1.00	-1.00	10.92
116.00	10.98	-1.00	-1.00	-1.00	-1.00	10.79
117.00	10.75	-1.00	-1.00	-1.00	-1.00	11.29
118.00	11.34	-1.00	-1.00	-1.00	-1.00	10.72
119.00	10.85	-1.00	-1.00	-1.00	-1.00	11.21
120.00	10.75	-1.00	-1.00	-1.00	-1.00	10.96
121.00	12.08	-1.00	-1.00	-1.00	-1.00	11.68
122.00	11.47	-1.00	-1.00	-1.00	-1.00	11.22
123.00	11.98	-1.00	-1.00	-1.00	-1.00	12.12
124.00	12.09	-1.00	-1.00	-1.00	-1.00	11.05
125.00	11.12	-1.00	-1.00	-1.00	-1.00	12.95
126.00	12.09	-1.00	-1.00	-1.00	-1.00	12.00
127.00	12.98	-1.00	-1.00	-1.00	-1.00	9.80
128.00	11.67	-1.00	-1.00	-1.00	-1.00	12.89
129.00	12.35	-1.00	-1.00	-1.00	-1.00	12.91
130.00	11.10	-1.00	-1.00	-1.00	-1.00	12.02
131.00	13.90	-1.00	-1.00	-1.00	-1.00	12.53
132.00	12.47	-1.00	-1.00	-1.00	-1.00	13.53
133.00	12.15	-1.00	-1.00	-1.00	-1.00	13.02
134.00	14.07	-1.00	-1.00	-1.00	-1.00	11.19
135.00	13.17	-1.00	-1.00	-1.00	-1.00	14.18
136.00	12.99	-1.00	-1.00	-1.00	-1.00	13.26
137.00	12.91	-1.00	-1.00	-1.00	-1.00	13.25
138.00	11.73	-1.00	-1.00	-1.00	-1.00	13.24
139.00	13.58	-1.00	-1.00	-1.00	-1.00	12.97
140.00	12.98	-1.00	-1.00	-1.00	-1.00	13.13
141.00	13.64	-1.00	-1.00	-1.00	-1.00	13.73
142.00	15.17	-1.00	-1.00	-1.00	-1.00	12.75
143.00	13.22	-1.00	-1.00	-1.00	-1.00	14.76
144.00	14.80	-1.00	-1.00	-1.00	-1.00	11.89
145.00	13.84	-1.00	-1.00	-1.00	-1.00	16.17
146.00	13.05	-1.00	-1.00	-1.00	-1.00	14.59
147.00	15.06	-1.00	-1.00	-1.00	-1.00	12.59
148.00	14.11	-1.00	-1.00	-1.00	-1.00	14.58
149.00	12.53	-1.00	-1.00	-1.00	-1.00	14.34
150.00	15.01	-1.00	-1.00	-1.00	-1.00	13.08
151.00	15.00	-1.00	-1.00	-1.00	-1.00	15.53
152.00	14.03	-1.00	-1.00	-1.00	-1.00	15.93
153.00	13.31	-1.00	-1.00	-1.00	-1.00	14.18
154.00	17.89	-1.00	-1.00	-1.00	-1.00	14.10
155.00	13.21	-1.00	-1.00	-1.00	-1.00	16.33
156.00	15.33	-1.00	-1.00	-1.00	-1.00	13.92
157.00	14.79	-1.00	-1.00	-1.00	-1.00	16.45
158.00	16.19	-1.00	-1.00	-1.00	-1.00	13.97
159.00	12.68	-1.00	-1.00	-1.00	-1.00	15.89
160.00	18.01	-1.00	-1.00	-1.00	-1.00	5.61
161.00	14.92	-1.00	-1.00	-1.00	-1.00	0.00
162.00	16.47	-1.00	-1.00	-1.00	-1.00	0.00
163.00	16.17	-1.00	-1.00	-1.00	-1.00	0.00
164.00	16.13	-1.00	-1.00	-1.00	-1.00	0.00
165.00	16.24	-1.00	-1.00	-1.00	-1.00	0.00
166.00	15.99	-1.00	-1.00	-1.00	-1.00	0.00
167.00	16.00	-1.00	-1.00	-1.00	-1.00	0.00
168.00	15.99	-1.00	-1.00	-1.00	-1.00	0.00
169.00	16.00	-1.00	-1.00	-1.00	-1.00	0.00
170.00	16.00	-1.00	-1.00	-1.00	-1.00	0.00
171.00	16.98	-1.00	-1.00	-1.00	-1.00	0.00
172.00	17.00	-1.00	-1.00	-1.00	-1.00	0.00
173.00	17.00	-1.00	-1.00	-1.00	-1.00	0.00
174.00	16.99	-1.00	-1.00	-1.00	-1.00	0.00
175.00	17.00	-1.00	-1.00	-1.00	-1.00	0.00
176.00	16.99	-1.00	-1.00	-1.00	-1.00	0.00
177.00	17.00	-1.00	-1.00	-1.00	-1.00	0.00
178.00	17.00	-1.00	-1.00	-1.00	-1.00	0.00
179.00	16.99	-1.00	-1.00	-1.00	-1.00	0.00
180.00	17.00	-1.00	-1.00	-1.00	-1.00	0.00
181.00	17.99	-1.00	-1.00	-1.00	-1.00	0.00
182.00	18.01	-1.00	-1.00	-1.00	-1.00	0.00
183.00	17.99	-1.00	-1.00	-1.00	-1.00	0.00
184.00	18.01	-1.00	-1.00	-1.00	-1.00	0.00
185.00	17.98	-1.00	-1.00	-1.00	-1.00	0.00
186.00	18.02	-1.00	-1.00	-1.00	-1.00	0.00
187.00	17.99	-1.00	-1.00	-1.00	-1.00	0.00
188.00	18.01	-1.00	-1.00	-1.00	-1.00	0.00
189.00	17.99	-1.00	-1.00	-1.00	-1.00	0.00
190.00	18.01	-1.00	-1.00	-1.00	-1.00	0.00
191.00	18.99	-1.00	-1.00	-1.00	-1.00	0.00
192.00	18.99	-1.00	-1.00	-1.00	-1.00	0.00
193.00	18.99	-1.00	-1.00	-1.00	-1.00	0.00
194.00	19.01	-1.00	-1.00	-1.00	-1.00	0.00
195.00	19.01	-1.00	-1.00	-1.00	-1.00	0.00
196.00	18.99	-1.00	-1.00	-1.00	-1.00	0.00
197.00	18.99	-1.00	-1.00	-1.00	-1.00	0.00
198.00	19.01	-1.00	-1.00	-1.00	-1.00	0.00
199.00	18.99	-1.00	-1.00	-1.00	-1.00	0.00
200.00	19.01	-1.00	-1.00	-1.00	-1.00	0.00
201.00	19.97	-1.00	-1.00	-1.00	-1.00	0.00
202.00	20.01	-1.00	-1.00	-1.00	-1.00	0.00
203.00	20.01	-1.00	-1.00	-1.00	-1.00	0.00
204.00	19.98	-1.00	-1.00	-1.00	-1.00	0.00
205.00	20.01	-1.00	-1.00	-1.00	-1.00	0.00
206.00	20.00	-1.00	-1.00	-1.00	-1.00	0.00
207.00	20.02	-1.00	-1.00	-1.00	-1.00	0.00
208.00	20.00	-1.00	-1.00	-1.00	-1.00	0.00
209.00	19.98	-1.00	-1.00	-1.00	-1.00	0.00
210.00	20.02	-1.00	-1.00	-1.00	-1.00	0.00
211.00	20.98	-1.00	-1.00	-1.00	-1.00	0.00
212.00	21.00	-1.00	-1.00	-1.00	-1.00	0.00
213.00	20.98	-1.00	-1.00	-1.00	-1.00	0.00
214.00	21.01	-1.00	-1.00	-1.00	-1.00	0.00
215.00	21.01	-1.00	-1.00	-1.00	-1.00	0.00
216.00	20.97	-1.00	-1.00	-1.00	-1.00	0.00
217.00	21.03	-1.00	-1.00	-1.00	-1.00	0.00
218.00	21.00	-1.00	-1.00	-1.00	-1.00	0.00
219.00	21.00	-1.00	-1.00	-1.00	-1.00	0.00
220.00	21.01	-1.00	-1.00	-1.00	-1.00	0.00
221.00	21.99	-1.00	-1.00	-1.00	-1.00	0.00
222.00	21.97	-1.00	-1.00	-1.00	-1.00	0.00
223.00	22.02	-1.00	-1.00	-1.00	-1.00	0.00
224.00	22.00	-1.00	-1.00	-1.00	-1.00	0.00
225.00	21.99	-1.00	-1.00	-1.00	-1.00	0.00
226.00	22.02	-1.00	-1.00	-1.00	-1.00	0.00
227.00	22.00	-1.00	-1.00	-1.00	-1.00	0.00
228.00	21.99	-1.00	-1.00	-1.00	-1.00	0.00
229.00	22.00	-1.00	-1.00	-1.00	-1.00	0.00
230.00	22.01	-1.00	-1.00	-1.00	-1.00	0.00
231.00	23.01	-1.00	-1.00	-1.00	-1.00	0.00
232.00	23.00	-1.00	-1.00	-1.00	-1.00	0.00
233.00	22.99	-1.00	-1.00	-1.00	-1.00	0.00
234.00	23.01	-1.00	-1.00	-1.00	-1.00	0.00
235.00	23.00	-1.00	-1.00	-1.00	-1.00	0.00
236.00	23.00	-1.00	-1.00	-1.00	-1.00	0.00
237.00	22.99	-1.00	-1.00	-1.00	-1.00	0.00
238.00	23.01	-1.00	-1.00	-1.00	-1.00	0.00
239.00	23.01	-1.00	-1.00	-1.00	-1.00	0.00
240.00	22.99	-1.00	-1.00	-1.00	-1.00	0.00
241.00	24.00	-1.00	-1.00	-1.00	-1.00	0.00
242.00	23.59	-1.00	-1.00	-1.00	-1.00	0.00
243.00	24.01	-1.00	-1.00	-1.00	-1.00	0.00
244.00	23.98	-1.00	-1.00	-1.00	-1.00	0.00
245.00	23.99	-1.00	-1.00	-1.00	-1.00	0.00
246.00	24.01	-1.00	-1.00	-1.00	-1.00	0.00
247.00	24.02	-1.00	-1.00	-1.00	-1.00	0.00
248.00	24.00	-1.00	-1.00	-1.00	-1.00	0.00
249.00	23.96	-1.00	-1.00	-1.00	-1.00	0.00
250.00	24.03	-1.00	-1.00	-1.00	-1.00	0.00
251.00	24.98	-1.00	-1.00	-1.00	-1.00	0.00
252.00	24.99	-1.00	-1.00	-1.00	-1.00	0.00
253.00	24.99	-1.00	-1.00	-1.00	-1.00	0.00
254.00	25.01	-1.00	-1.00	-1.00	-1.00	0.00
255.00	24.97	-1.00	-1.00	-1.00	-1.00	0.00
256.00	25.04	-1.00	-1.00	-1.00	-1.00	0.00
257.00	25.01	-1.00	-1.00	-1.00	-1.00	0.00
258.00	25.01	-1.00	-1.00	-1.00	-1.00	0.00
259.00	24.99	-1.00	-1.00	-1.00	-1.00	0.00
260.00	25.01	-1.00	-1.00	-1.00	-1.00	0.00
261.00	25.97	-1.00	-1.00	-1.00	-1.00	0.00
262.00	26.01	-1.00	-1.00	-1.00	-1.00	0.00
263.00	26.00	-1.00	-1.00	-1.00	-1.00	0.00
264.00	25.99	-1.00	-1.00	-1.00	-1.00	0.00
265.00	25.95	-1.00	-1.00	-1.00	-1.00	0.00
266.00	26.06	-1.00	-1.00	-1.00	-1.00	0.00
267.00	25.98	-1.00	-1.00	-1.00	-1.00	0.00
268.00	26.00	-1.00	-1.00	-1.00	-1.00	0.00
269.00	25.94	-1.00	-1.00	-1.00	-1.00	0.00
270.00	26.06	-1.00	-1.00	-1.00	-1.00	0.00
271.00	27.00	-1.00	-1.00	-1.00	-1.00	0.00
272.00	26.92	-1.00	-1.00	-1.00	-1.00	0.00
273.00	27.06	-1.00	-1.00	-1.00	-1.00	0.00
274.00	27.01	-1.00	-1.00	-1.00	-1.00	0.00
275.00	26.85	-1.00	-1.00	-1.00	-1.00	0.00
276.00	27.13	-1.00	-1.00	-1.00	-1.00	0.00
277.00	26.97	-1.00	-1.00	-1.00	-1.00	0.00
278.00	27.01	-1.00	-1.00	-1.00	-1.00	0.00
279.00	27.04	-1.00	-1.00	-1.00	-1.00	0.00
280.00	27.01	-1.00	-1.00	-1.00	-1.00	0.00
281.00	27.85	-1.00	-1.00	-1.00	-1.00	0.00
282.00	28.12	-1.00	-1.00	-1.00	-1.00	0.00
283.00	27.98	-1.00	-1.00	-1.00	-1.00	0.00
284.00	27.97	-1.00	-1.00	-1.00	-1.00	0.00
285.00	28.04	-1.00	-1.00	-1.00	-1.00	0.00
286.00	28.02	-1.00	-1.00	-1.00	-1.00	0.00
287.00	28.00	-1.00	-1.00	-1.00	-1.00	0.00
288.00	28.00	-1.00	-1.00	-1.00	-1.00	0.00
289.00	27.99	-1.00	-1.00	-1.00	-1.00	0.00
290.00	27.93	-1.00	-1.00	-1.00	-1.00	0.00
291.00	29.04	-1.00	-1.00	-1.00	-1.00	0.00
292.00	29.00	-1.00	-1.00	-1.00	-1.00	0.00
293.00	28.99	-1.00	-1.00	-1.00	-1.00	0.00
294.00	29.03	-1.00	-1.00	-1.00	-1.00	0.00
295.00	28.98	-1.00	-1.00	-1.00	-1.00	0.00
296.00	28.99	-1.00	-1.00	-1.00	-1.00	0.00
297.00	29.03	-1.00	-1.00	-1.00	-1.00	0.00
298.00	28.99	-1.00	-1.00	-1.00	-1.00	0.00
299.00	28.99	-1.00	-1.00	-1.00	-1.00	0.00
300.00	29.00	-1.00	-1.00	-1.00	-1.00	0.00
301.00	29.88	-1.00	-1.00	-1.00	-1.00	0.00
302.00	30.10	-1.00	-1.00	-1.00	-1.00	0.00
303.00	29.92	-1.00	-1.00	-1.00	-1.00	0.00
304.00	30.04	-1.00	-1.00	-1.00	-1.00	0.00
305.00	30.04	-1.00	-1.00	-1.00	-1.00	0.00
306.00	29.93	-1.00	-1.00	-1.00	-1.00	0.00
307.00	30.05	-1.00	-1.00	-1.00	-1.00	0.00
308.00	30.01	-1.00	-1.00	-1.00	-1.00	0.00
309.00	29.96	-1.00	-1.00	-1.00	-1.00	0.00
310.00	30.06	-1.00	-1.00	-1.00	-1.00	0.00
311.00	30.99	-1.00	-1.00	-1.00	-1.00	0.00
312.00	30.99	-1.00	-1.00	-1.00	-1.00	0.00
313.00	30.97	-1.00	-1.00	-1.00	-1.00	0.00
314.00	31.04	-1.00	-1.00	-1.00	-1.00	0.00
315.00	30.94	-1.00	-1.00	-1.00	-1.00	0.00
316.00	31.03	-1.00	-1.00	-1.00	-1.00	0.00
317.00	30.91	-1.00	-1.00	-1.00	-1.00	0.00
318.00	31.10	-1.00	-1.00	-1.00	-1.00	0.00
319.00	30.97	-1.00	-1.00	-1.00	-1.00	0.00
320.00	30.97	-1.00	-1.00	-1.00	-1.00	0.00
321.00	31.89	-1.00	-1.00	-1.00	-1.00	0.00
322.00	32.12	-1.00	-1.00	-1.00	-1.00	0.00
323.00	32.01	-1.00	-1.00	-1.00	-1.00	0.00
324.00	32.01	-1.00	-1.00	-1.00	-1.00	0.00
325.00	31.98	-1.00	-1.00	-1.00	-1.00	0.00
326.00	32.02	-1.00	-1.00	-1.00	-1.00	0.00
327.00	32.03	-1.00	-1.00	-1.00	-1.00	0.00
328.00	32.01	-1.00	-1.00	-1.00	-1.00	0.00
329.00	31.97	-1.00	-1.00	-1.00	-1.00	0.00
330.00	31.98	-1.00	-1.00	-1.00	-1.00	0.00
331.00	33.02	-1.00	-1.00	-1.00	-1.00	0.00
332.00	32.96	-1.00	-1.00	-1.00	-1.00	0.00
333.00	33.00	-1.00	-1.00	-1.00	-1.00	0.00
334.00	33.03	-1.00	-1.00	-1.00	-1.00	0.00
335.00	32.89	-1.00	-1.00	-1.00	-1.00	0.00
336.00	33.11	-1.00	-1.00	-1.00	-1.00	0.00
337.00	33.01	-1.00	-1.00	-1.00	-1.00	0.00
338.00	32.90	-1.00	-1.00	-1.00	-1.00	0.00
339.00	33.00	-1.00	-1.00	-1.00	-1.00	0.00
340.00	32.98	-1.00	-1.00	-1.00	-1.00	0.00
341.00	33.97	-1.00	-1.00	-1.00	-1.00	0.00
342.00	33.80	-1.00	-1.00	-1.00	-1.00	0.00
343.00	34.29	-1.00	-1.00	-1.00	-1.00	0.00
344.00	34.02	-1.00	-1.00	-1.00	-1.00	0.00
345.00	33.83	-1.00	-1.00	-1.00	-1.00	0.00
346.00	34.10	-1.00	-1.00	-1.00	-1.00	0.00
347.00	34.07	-1.00	-1.00	-1.00	-1.00	0.00
348.00	33.83	-1.00	-1.00	-1.00	-1.00	0.00
349.00	34.13	-1.00	-1.00	-1.00	-1.00	0.00
350.00	33.88	-1.00	-1.00	-1.00	-1.00	0.00
351.00	35.10	-1.00	-1.00	-1.00	-1.00	0.00
352.00	34.99	-1.00	-1.00	-1.00	-1.00	0.00
353.00	35.00	-1.00	-1.00	-1.00	-1.00	0.00
354.00	35.03	-1.00	-1.00	-1.00	-1.00	0.00
355.00	34.95	-1.00	-1.00	-1.00	-1.00	0.00
356.00	35.05	-1.00	-1.00	-1.00	-1.00	0.00
357.00	34.90	-1.00	-1.00	-1.00	-1.00	0.00
358.00	35.02	-1.00	-1.00	-1.00	-1.00	0.00
359.00	35.06	-1.00	-1.00	-1.00	-1.00	0.00
360.00	35.06	-1.00	-1.00	-1.00	-1.00	0.00
361.00	34.90	-1.00	-1.00	-1.00	-1.00	0.00
362.00	34.30	-1.00	-1.00	-1.00	-1.00	0.00
363.00	35.01	-1.00	-1.00	-1.00	-1.00	0.00
364.00	34.99	-1.00	-1.00	-1.00	-1.00	0.00
365.00	34.85	-1.00	-1.00	-1.00	-1.00	0.00
366.00	35.12	-1.00	-1.00	-1.00	-1.00	0.00
367.00	34.97	-1.00	-1.00	-1.00	-1.00	0.00
368.00	35.00	-1.00	-1.00	-1.00	-1.00	0.00
369.00	34.96	-1.00	-1.00	-1.00	-1.00	0.00
370.00	35.12	-1.00	-1.00	-1.00	-1.00	0.00
371.00	34.87	-1.00	-1.00	-1.00	-1.00	0.00
372.00	35.09	-1.00	-1.00	-1.00	-1.00	0.00
373.00	35.02	-1.00	-1.00	-1.00	-1.00	0.00
374.00	34.88	-1.00	-1.00	-1.00	-1.00	0.00
375.00	35.10	-1.00	-1.00	-1.00	-1.00	0.00
376.00	34.88	-1.00	-1.00	-1.00	-1.00	0.00
377.00	35.03	-1.00	-1.00	-1.00	-1.00	0.00
378.00	35.08	-1.00	-1.00	-1.00	-1.00	0.00
379.00	34.76	-1.00	-1.00	-1.00	-1.00	0.00
380.00	35.25	-1.00	-1.00	-1.00	-1.00	0.00
381.00	34.95	-1.00	-1.00	-1.00	-1.00	0.00
382.00	35.03	-1.00	-1.00	-1.00	-1.00	0.00
383.00	34.89	-1.00	-1.00	-1.00	-1.00	0.00
384.00	35.14	-1.00	-1.00	-1.00	-1.00	0.00
385.00	32.48	-1.00	-1.00	-1.00	-1.00	0.00
386.00	37.39	-1.00	-1.00	-1.00	-1.00	0.00
387.00	35.14	-1.00	-1.00	-1.00	-1.00	0.00
388.00	34.90	-1.00	-1.00	-1.00	-1.00	0.00
389.00	34.89	-1.00	-1.00	-1.00	-1.00	0.00
390.00	35.08	-1.00	-1.00	-1.00	-1.00	0.00
391.00	35.10	-1.00	-1.00	-1.00	-1.00	0.00
392.00	34.80	-1.00	-1.00	-1.00	-1.00	0.00
393.00	35.01	-1.00	-1.00	-1.00	-1.00	0.00
394.00	35.06	-1.00	-1.00	-1.00	-1.00	0.00
395.00	34.94	-1.00	-1.00	-1.00	-1.00	0.00
396.00	35.07	-1.00	-1.00	-1.00	-1.00	0.00
397.00	35.09	-1.00	-1.00	-1.00	-1.00	0.00
398.00	34.95	-1.00	-1.00	-1.00	-1.00	0.00
399.00	35.05	-1.00	-1.00	-1.00	-1.00	0.00
10.1.1.1	19.66	8300.26
10.1.1.6	3.04	33714.01
